PLANNED_PICKING_DEADLINE_TS,KEY_TRUCK_TRIP,TRUCK_TRIP_ID,PLANNED_FRAME_STACK_ID
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede2-BOTH-COOLED;679eb5b608f24d0e866e6ede5-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eee0-BOTH-AMBIENT;679eb5b608f24d0e866e6ede8-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede3-BOTH-AMBIENT;679eb5b608f24d0e866e6ede7-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda3-BOTH-AMBIENT;679eb5b608f24d0e866e6eda5-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda0-BOTH-AMBIENT;679eb5b608f24d0e866e6eda4-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede1-BOTH-COOLED;679eb5b608f24d0e866e6ede6-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eee1-BOTH-COOLED;679eb5b608f24d0e866e6eee2-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda1-BOTH-COOLED;679eb5b608f24d0e866e6eda6-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede1-BOTH-AMBIENT;679eb5b608f24d0e866e6ede6-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda2-BOTH-COOLED;679eb5b608f24d0e866e6eda7-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eee0-BOTH-COOLED;679eb5b608f24d0e866e6ede8-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda2-BOTH-AMBIENT;679eb5b608f24d0e866e6eda7-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede2-BOTH-AMBIENT;679eb5b608f24d0e866e6ede5-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda0-BOTH-COOLED;679eb5b608f24d0e866e6eda4-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda3-BOTH-COOLED;679eb5b608f24d0e866e6eda5-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede3-BOTH-COOLED;679eb5b608f24d0e866e6ede7-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf1-BOTH-AMBIENT;679eb5a208f24d0e866e6bcf4-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcb0-BOTH-COOLED;679eb5a208f24d0e866e6bcb7-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bc73-BOTH-AMBIENT;679eb5a208f24d0e866e6bc76-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcb0-BOTH-AMBIENT;679eb5a208f24d0e866e6bcb7-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf3-BOTH-COOLED;679eb5a208f24d0e866e6bc77-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf2-BOTH-AMBIENT;679eb5a208f24d0e866e6bcf5-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bc71-BOTH-COOLED;679eb5a208f24d0e866e6bc75-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf0-BOTH-COOLED;679eb5a208f24d0e866e6bcf6-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bc70-BOTH-COOLED;679eb5a208f24d0e866e6bc78-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bc72-BOTH-COOLED;679eb5a208f24d0e866e6bc74-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bc70-BOTH-AMBIENT;679eb5a208f24d0e866e6bc78-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bc73-BOTH-COOLED;679eb5a208f24d0e866e6bc76-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf0-BOTH-AMBIENT;679eb5a208f24d0e866e6bcf6-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf3-BOTH-AMBIENT;679eb5a208f24d0e866e6bc77-BOTH-AMBIENT
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf1-BOTH-COOLED;679eb5a208f24d0e866e6bcf4-BOTH-COOLED
2025-02-24 07:41:00.000,b81de46f28fb1582fe8f0e0723f8c662,tps-ebsgko7x-FC-FC9-4,679eb5a208f24d0e866e6bcf2-BOTH-COOLED;679eb5a208f24d0e866e6bcf5-BOTH-COOLED
